,id,breed,breed_int,filepath
14,0075dc49dab4024d12fafe67074d8a81,norfolk_terrier,53,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0075dc49dab4024d12fafe67074d8a81.jpg
15,00792e341f3c6eb33663e415d0715370,african_hunting_dog,46,e:\daidai\projects\dog_breed_classifier/input_data/images/train/00792e341f3c6eb33663e415d0715370.jpg
16,007b5a16db9d9ff9d7ad39982703e429,wire-haired_fox_terrier,62,e:\daidai\projects\dog_breed_classifier/input_data/images/train/007b5a16db9d9ff9d7ad39982703e429.jpg
17,007b8a07882822475a4ce6581e70b1f8,redbone,104,e:\daidai\projects\dog_breed_classifier/input_data/images/train/007b8a07882822475a4ce6581e70b1f8.jpg
18,007ff9a78eba2aebb558afea3a51c469,lakeland_terrier,21,e:\daidai\projects\dog_breed_classifier/input_data/images/train/007ff9a78eba2aebb558afea3a51c469.jpg
19,008887054b18ba3c7601792b6a453cc3,boxer,92,e:\daidai\projects\dog_breed_classifier/input_data/images/train/008887054b18ba3c7601792b6a453cc3.jpg
20,008b1271ed1addaccf93783b39deab45,doberman,96,e:\daidai\projects\dog_breed_classifier/input_data/images/train/008b1271ed1addaccf93783b39deab45.jpg
21,008ba178d6dfc1a583617470d19c1673,otterhound,113,e:\daidai\projects\dog_breed_classifier/input_data/images/train/008ba178d6dfc1a583617470d19c1673.jpg
22,009509be3ca7cce0ff9e37c8b09b1125,otterhound,113,e:\daidai\projects\dog_breed_classifier/input_data/images/train/009509be3ca7cce0ff9e37c8b09b1125.jpg
23,0097c6242c6f3071762d9f85c3ef1b2f,bedlington_terrier,35,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0097c6242c6f3071762d9f85c3ef1b2f.jpg
24,00a338a92e4e7bf543340dc849230e75,dingo,71,e:\daidai\projects\dog_breed_classifier/input_data/images/train/00a338a92e4e7bf543340dc849230e75.jpg
25,00a366d4b4a9bbb6c8a63126697b7656,golden_retriever,115,e:\daidai\projects\dog_breed_classifier/input_data/images/train/00a366d4b4a9bbb6c8a63126697b7656.jpg
26,00a862390341c5be090dd72bd2bc19ef,standard_schnauzer,101,e:\daidai\projects\dog_breed_classifier/input_data/images/train/00a862390341c5be090dd72bd2bc19ef.jpg
27,00b7d114bc5166a629a3cc03d9329120,irish_water_spaniel,78,e:\daidai\projects\dog_breed_classifier/input_data/images/train/00b7d114bc5166a629a3cc03d9329120.jpg
28,00ba244566e36e0af3d979320fd3017f,black-and-tan_coonhound,83,e:\daidai\projects\dog_breed_classifier/input_data/images/train/00ba244566e36e0af3d979320fd3017f.jpg
29,00bee065dcec471f26394855c5c2f3de,cairn,13,e:\daidai\projects\dog_breed_classifier/input_data/images/train/00bee065dcec471f26394855c5c2f3de.jpg
30,00ca18751837cd6a22813f8e221f7819,affenpinscher,69,e:\daidai\projects\dog_breed_classifier/input_data/images/train/00ca18751837cd6a22813f8e221f7819.jpg
31,00cc68a50b2d016a6b29af628ea4e04b,labrador_retriever,51,e:\daidai\projects\dog_breed_classifier/input_data/images/train/00cc68a50b2d016a6b29af628ea4e04b.jpg
32,00ddcec076073cc96f82c27bf4548fbc,ibizan_hound,32,e:\daidai\projects\dog_breed_classifier/input_data/images/train/00ddcec076073cc96f82c27bf4548fbc.jpg
33,00e9ed3fab1d2032603d1a90e557976f,english_setter,54,e:\daidai\projects\dog_breed_classifier/input_data/images/train/00e9ed3fab1d2032603d1a90e557976f.jpg
34,00f34ac0a16ef43e6fd1de49a26081ce,walker_hound,112,e:\daidai\projects\dog_breed_classifier/input_data/images/train/00f34ac0a16ef43e6fd1de49a26081ce.jpg
35,00fa641312604199831755f96109fde7,weimaraner,48,e:\daidai\projects\dog_breed_classifier/input_data/images/train/00fa641312604199831755f96109fde7.jpg
36,00fda6ecca54efbac26e907be4b0b78b,giant_schnauzer,111,e:\daidai\projects\dog_breed_classifier/input_data/images/train/00fda6ecca54efbac26e907be4b0b78b.jpg
37,0100f55e4f0fe28f2c0465d3fc4b9897,golden_retriever,115,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0100f55e4f0fe28f2c0465d3fc4b9897.jpg
38,010d65bd29d246aea53d9849da142ccf,boston_bull,41,e:\daidai\projects\dog_breed_classifier/input_data/images/train/010d65bd29d246aea53d9849da142ccf.jpg
39,010e87fdf252645a827e37470e65e842,groenendael,57,e:\daidai\projects\dog_breed_classifier/input_data/images/train/010e87fdf252645a827e37470e65e842.jpg
40,011761e3ae8ec5e188e8f0bcb59bb8b6,lakeland_terrier,21,e:\daidai\projects\dog_breed_classifier/input_data/images/train/011761e3ae8ec5e188e8f0bcb59bb8b6.jpg
41,011bd7fd7c036dbb243d0e37329c77b7,irish_water_spaniel,78,e:\daidai\projects\dog_breed_classifier/input_data/images/train/011bd7fd7c036dbb243d0e37329c77b7.jpg
42,011e06760794850c40f23d6426c40774,dhole,87,e:\daidai\projects\dog_breed_classifier/input_data/images/train/011e06760794850c40f23d6426c40774.jpg
43,0120343862761d052d6a7ade81625c94,dingo,71,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0120343862761d052d6a7ade81625c94.jpg
44,01268f0007876a692907bda89468184c,affenpinscher,69,e:\daidai\projects\dog_breed_classifier/input_data/images/train/01268f0007876a692907bda89468184c.jpg
45,012ff2d21dad14452ea16b4cda7eef4c,toy_poodle,70,e:\daidai\projects\dog_breed_classifier/input_data/images/train/012ff2d21dad14452ea16b4cda7eef4c.jpg
46,013aed490e0e15a8989e12ae0d0ccfaa,border_terrier,31,e:\daidai\projects\dog_breed_classifier/input_data/images/train/013aed490e0e15a8989e12ae0d0ccfaa.jpg
47,013c43f40f0fb13fa25ac0c2a70fd48f,lakeland_terrier,21,e:\daidai\projects\dog_breed_classifier/input_data/images/train/013c43f40f0fb13fa25ac0c2a70fd48f.jpg
48,013f8fdf6d638c7bb042f5f17e8a9fdc,tibetan_terrier,11,e:\daidai\projects\dog_breed_classifier/input_data/images/train/013f8fdf6d638c7bb042f5f17e8a9fdc.jpg
49,0140b05bfc2fd43f2819fab3d8566109,norwegian_elkhound,23,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0140b05bfc2fd43f2819fab3d8566109.jpg
50,014c2b0cd8e3b517e649cecf8543b8fe,african_hunting_dog,46,e:\daidai\projects\dog_breed_classifier/input_data/images/train/014c2b0cd8e3b517e649cecf8543b8fe.jpg
51,0159b6457aac89f43d1c1931cdf7500b,irish_water_spaniel,78,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0159b6457aac89f43d1c1931cdf7500b.jpg
52,015b363b062f602e7ec04ce28e640d05,walker_hound,112,e:\daidai\projects\dog_breed_classifier/input_data/images/train/015b363b062f602e7ec04ce28e640d05.jpg
53,015b4aa50dd9b4a0d26dc0c38f41b489,irish_water_spaniel,78,e:\daidai\projects\dog_breed_classifier/input_data/images/train/015b4aa50dd9b4a0d26dc0c38f41b489.jpg
54,015d86b2fcb36f0fdfbe94a66c0e3400,wire-haired_fox_terrier,62,e:\daidai\projects\dog_breed_classifier/input_data/images/train/015d86b2fcb36f0fdfbe94a66c0e3400.jpg
55,0161847d5bfae154af084993fa26a1a7,giant_schnauzer,111,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0161847d5bfae154af084993fa26a1a7.jpg
56,0162107acd8f2588c0944b791d61bb0c,affenpinscher,69,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0162107acd8f2588c0944b791d61bb0c.jpg
57,0162b3e0144fb1d1ab82fbff3ace9938,shih-tzu,5,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0162b3e0144fb1d1ab82fbff3ace9938.jpg
58,01680178ca6664294efb493a46014a82,irish_terrier,63,e:\daidai\projects\dog_breed_classifier/input_data/images/train/01680178ca6664294efb493a46014a82.jpg
59,0169294085e94d1250587b38e4fbb532,kuvasz,106,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0169294085e94d1250587b38e4fbb532.jpg
60,016bcdb05e2d0e0878877df21b8c3cff,german_shepherd,114,e:\daidai\projects\dog_breed_classifier/input_data/images/train/016bcdb05e2d0e0878877df21b8c3cff.jpg
61,0177a92a906192bfde8adbb8a237e524,greater_swiss_mountain_dog,61,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0177a92a906192bfde8adbb8a237e524.jpg
62,018aae5768833c34e3df30d63429251e,basset,60,e:\daidai\projects\dog_breed_classifier/input_data/images/train/018aae5768833c34e3df30d63429251e.jpg
63,0192d7174233ebdb3d720000413829ac,australian_terrier,16,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0192d7174233ebdb3d720000413829ac.jpg
64,019c92d1ff56deb9d75d809a92bc84d8,schipperke,47,e:\daidai\projects\dog_breed_classifier/input_data/images/train/019c92d1ff56deb9d75d809a92bc84d8.jpg
65,019ff93e03802e661577b5869e099dcb,rhodesian_ridgeback,38,e:\daidai\projects\dog_breed_classifier/input_data/images/train/019ff93e03802e661577b5869e099dcb.jpg
66,01a3b064c56edbe3abf55051b16134d4,irish_setter,39,e:\daidai\projects\dog_breed_classifier/input_data/images/train/01a3b064c56edbe3abf55051b16134d4.jpg
67,01a41985ab8209e750588fa348d635be,appenzeller,81,e:\daidai\projects\dog_breed_classifier/input_data/images/train/01a41985ab8209e750588fa348d635be.jpg
68,01b09bdac592b0eb9909dd105314ad3a,german_shepherd,114,e:\daidai\projects\dog_breed_classifier/input_data/images/train/01b09bdac592b0eb9909dd105314ad3a.jpg
69,01b35a06b00e4a832b935cf8d51303c1,bloodhound,50,e:\daidai\projects\dog_breed_classifier/input_data/images/train/01b35a06b00e4a832b935cf8d51303c1.jpg
70,01b36cb1b80ab8c3a7d2b7128ad21bdc,samoyed,9,e:\daidai\projects\dog_breed_classifier/input_data/images/train/01b36cb1b80ab8c3a7d2b7128ad21bdc.jpg
71,01b6c2bd3053535a58d8de763cf06aa0,miniature_schnauzer,79,e:\daidai\projects\dog_breed_classifier/input_data/images/train/01b6c2bd3053535a58d8de763cf06aa0.jpg
72,01b849a7e4fbc545f6b2806cb87ab371,brittany_spaniel,98,e:\daidai\projects\dog_breed_classifier/input_data/images/train/01b849a7e4fbc545f6b2806cb87ab371.jpg
73,01c230ec18eed427cf5b1db1a833024d,english_setter,54,e:\daidai\projects\dog_breed_classifier/input_data/images/train/01c230ec18eed427cf5b1db1a833024d.jpg
74,01d0f3692e576b3cde511285352aed4a,kelpie,43,e:\daidai\projects\dog_breed_classifier/input_data/images/train/01d0f3692e576b3cde511285352aed4a.jpg
75,01de1f7b7b4465a6d130a56746af66a6,papillon,22,e:\daidai\projects\dog_breed_classifier/input_data/images/train/01de1f7b7b4465a6d130a56746af66a6.jpg
76,01dffcb02d6cba7d2b101fcc93daa6f1,border_collie,103,e:\daidai\projects\dog_breed_classifier/input_data/images/train/01dffcb02d6cba7d2b101fcc93daa6f1.jpg
77,01e2245b46eb747260ff80f1c892daef,brittany_spaniel,98,e:\daidai\projects\dog_breed_classifier/input_data/images/train/01e2245b46eb747260ff80f1c892daef.jpg
78,01e4d3d1cb704ed819bce35d22e716a7,appenzeller,81,e:\daidai\projects\dog_breed_classifier/input_data/images/train/01e4d3d1cb704ed819bce35d22e716a7.jpg
79,01e787576c003930f96c966f9c3e1d44,scottish_deerhound,0,e:\daidai\projects\dog_breed_classifier/input_data/images/train/01e787576c003930f96c966f9c3e1d44.jpg
80,01ee3c7ff9bcaba9874183135877670e,entlebucher,3,e:\daidai\projects\dog_breed_classifier/input_data/images/train/01ee3c7ff9bcaba9874183135877670e.jpg
81,01f397f16fb2d7d76fdbce4e2207c1a3,collie,40,e:\daidai\projects\dog_breed_classifier/input_data/images/train/01f397f16fb2d7d76fdbce4e2207c1a3.jpg
82,01f429667104c0c5a5f321700f15435c,malamute,64,e:\daidai\projects\dog_breed_classifier/input_data/images/train/01f429667104c0c5a5f321700f15435c.jpg
83,01f8540fb1084107a6eb3e528f82c1aa,welsh_springer_spaniel,75,e:\daidai\projects\dog_breed_classifier/input_data/images/train/01f8540fb1084107a6eb3e528f82c1aa.jpg
84,0206c12e8984e3c8a166cc272de25d6f,chihuahua,105,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0206c12e8984e3c8a166cc272de25d6f.jpg
85,0207803a6ce1bfad98e7f095c965e44a,border_terrier,31,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0207803a6ce1bfad98e7f095c965e44a.jpg
86,020ecfccf3c900b01ce831abbf20b485,saluki,20,e:\daidai\projects\dog_breed_classifier/input_data/images/train/020ecfccf3c900b01ce831abbf20b485.jpg
87,0214e2d616ec7eb7cb0d8c19a7f29e70,weimaraner,48,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0214e2d616ec7eb7cb0d8c19a7f29e70.jpg
88,021b5a49189665c0442c19b5b33e8cf1,entlebucher,3,e:\daidai\projects\dog_breed_classifier/input_data/images/train/021b5a49189665c0442c19b5b33e8cf1.jpg
89,0229677aec75183a16de9d6f6658fae2,irish_terrier,63,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0229677aec75183a16de9d6f6658fae2.jpg
90,022b34fd8734b39995a9f38a4f3e7b6b,maltese_dog,1,e:\daidai\projects\dog_breed_classifier/input_data/images/train/022b34fd8734b39995a9f38a4f3e7b6b.jpg
91,0234695e7a548e2ad1b2ac91d6486c1c,bloodhound,50,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0234695e7a548e2ad1b2ac91d6486c1c.jpg
92,023e4e28415506e0deddcbd8f8bdab29,pug,26,e:\daidai\projects\dog_breed_classifier/input_data/images/train/023e4e28415506e0deddcbd8f8bdab29.jpg
93,0246f44bb123ce3f91c939861eb97fb7,standard_schnauzer,101,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0246f44bb123ce3f91c939861eb97fb7.jpg
94,024ecfa590271db8616bfaa59159d7b2,malinois,99,e:\daidai\projects\dog_breed_classifier/input_data/images/train/024ecfa590271db8616bfaa59159d7b2.jpg
95,024fc0be976885d5cfcf6770239a9001,english_setter,54,e:\daidai\projects\dog_breed_classifier/input_data/images/train/024fc0be976885d5cfcf6770239a9001.jpg
96,024fd994941146f8dfdb38a9b2b74efd,wire-haired_fox_terrier,62,e:\daidai\projects\dog_breed_classifier/input_data/images/train/024fd994941146f8dfdb38a9b2b74efd.jpg
97,02508e76981e1ba059d785704b4c480c,pug,26,e:\daidai\projects\dog_breed_classifier/input_data/images/train/02508e76981e1ba059d785704b4c480c.jpg
98,0255a5bca3b9d91d4fdba8d7419b5e69,lakeland_terrier,21,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0255a5bca3b9d91d4fdba8d7419b5e69.jpg
99,025bab46ddcde249d5c52c660fea6d26,boxer,92,e:\daidai\projects\dog_breed_classifier/input_data/images/train/025bab46ddcde249d5c52c660fea6d26.jpg
100,025d903b457b865fd29424916e42fbc2,rhodesian_ridgeback,38,e:\daidai\projects\dog_breed_classifier/input_data/images/train/025d903b457b865fd29424916e42fbc2.jpg
101,0264c5fcaaba5e31082395476447b254,komondor,116,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0264c5fcaaba5e31082395476447b254.jpg
102,0267c5f1acbab52ae4a7927e0398612b,airedale,10,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0267c5f1acbab52ae4a7927e0398612b.jpg
103,0270276158566af50ef48b1284c998d6,wire-haired_fox_terrier,62,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0270276158566af50ef48b1284c998d6.jpg
104,02777bdfcf9f1a593af768e6616df4b3,english_setter,54,e:\daidai\projects\dog_breed_classifier/input_data/images/train/02777bdfcf9f1a593af768e6616df4b3.jpg
105,0287b3374c33346e2b41f73af3a36261,leonberg,12,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0287b3374c33346e2b41f73af3a36261.jpg
106,029202b0cf0b5d6d48c6ce7b432409ef,giant_schnauzer,111,e:\daidai\projects\dog_breed_classifier/input_data/images/train/029202b0cf0b5d6d48c6ce7b432409ef.jpg
107,0294b42910cb8a8d8340e45d8aaf2953,mexican_hairless,72,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0294b42910cb8a8d8340e45d8aaf2953.jpg
108,0296633efc21006e3ce2af7eaeff04f7,irish_terrier,63,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0296633efc21006e3ce2af7eaeff04f7.jpg
109,029ed6af5dcadfd105db9271e12ede14,rhodesian_ridgeback,38,e:\daidai\projects\dog_breed_classifier/input_data/images/train/029ed6af5dcadfd105db9271e12ede14.jpg
110,02a3edc1d6aae095185131fe185478e0,saluki,20,e:\daidai\projects\dog_breed_classifier/input_data/images/train/02a3edc1d6aae095185131fe185478e0.jpg
111,02a8ed20109bd62bd5894f276c08c8a2,leonberg,12,e:\daidai\projects\dog_breed_classifier/input_data/images/train/02a8ed20109bd62bd5894f276c08c8a2.jpg
112,02ad779f2721db9364d3bb68f5580582,bull_mastiff,94,e:\daidai\projects\dog_breed_classifier/input_data/images/train/02ad779f2721db9364d3bb68f5580582.jpg
113,02b1c50fb7315423a664f3ce68c94e30,dingo,71,e:\daidai\projects\dog_breed_classifier/input_data/images/train/02b1c50fb7315423a664f3ce68c94e30.jpg
114,02c48781eff39a66ae6dd8626e35809e,irish_setter,39,e:\daidai\projects\dog_breed_classifier/input_data/images/train/02c48781eff39a66ae6dd8626e35809e.jpg
115,02c90d8109d9a48739b9887349d92b1f,airedale,10,e:\daidai\projects\dog_breed_classifier/input_data/images/train/02c90d8109d9a48739b9887349d92b1f.jpg
116,02cc0d7c8b7b513b4325bda30dce222d,brittany_spaniel,98,e:\daidai\projects\dog_breed_classifier/input_data/images/train/02cc0d7c8b7b513b4325bda30dce222d.jpg
117,02d45a238621c3f2cbde5c1d173ead1e,bull_mastiff,94,e:\daidai\projects\dog_breed_classifier/input_data/images/train/02d45a238621c3f2cbde5c1d173ead1e.jpg
118,02d54f0dfb40038765e838459ae8c956,bernese_mountain_dog,4,e:\daidai\projects\dog_breed_classifier/input_data/images/train/02d54f0dfb40038765e838459ae8c956.jpg
119,02df8523833c432f90071f86dff69a8f,bluetick,49,e:\daidai\projects\dog_breed_classifier/input_data/images/train/02df8523833c432f90071f86dff69a8f.jpg
120,02dfcd0a24a9c41070f4f94b4c9933ff,irish_terrier,63,e:\daidai\projects\dog_breed_classifier/input_data/images/train/02dfcd0a24a9c41070f4f94b4c9933ff.jpg
121,02e7b5a86cec57f5935374946d4f5dc1,irish_terrier,63,e:\daidai\projects\dog_breed_classifier/input_data/images/train/02e7b5a86cec57f5935374946d4f5dc1.jpg
122,02eef0f899b81ddf27a42641bc8db9ee,entlebucher,3,e:\daidai\projects\dog_breed_classifier/input_data/images/train/02eef0f899b81ddf27a42641bc8db9ee.jpg
123,02ef5f19db8cf4da62016a1067bdc548,welsh_springer_spaniel,75,e:\daidai\projects\dog_breed_classifier/input_data/images/train/02ef5f19db8cf4da62016a1067bdc548.jpg
124,02f07e7e51662336a9d8c775a4eac5f4,miniature_schnauzer,79,e:\daidai\projects\dog_breed_classifier/input_data/images/train/02f07e7e51662336a9d8c775a4eac5f4.jpg
125,02f3d5fd1eea0a2e6f4742bc54b51ba9,american_staffordshire_terrier,95,e:\daidai\projects\dog_breed_classifier/input_data/images/train/02f3d5fd1eea0a2e6f4742bc54b51ba9.jpg
126,02f6152a9401568d695234d33bb6c37d,miniature_schnauzer,79,e:\daidai\projects\dog_breed_classifier/input_data/images/train/02f6152a9401568d695234d33bb6c37d.jpg
127,02ff77af410e966b7b661f6f0789d947,golden_retriever,115,e:\daidai\projects\dog_breed_classifier/input_data/images/train/02ff77af410e966b7b661f6f0789d947.jpg
128,0310a425f26d797634aadeb66bd63ef1,rhodesian_ridgeback,38,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0310a425f26d797634aadeb66bd63ef1.jpg
129,0311a6a51a414ba91f3ad8055170baa1,lhasa,34,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0311a6a51a414ba91f3ad8055170baa1.jpg
130,0314048edbd08c8c50eb3c93281bd043,pekinese,88,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0314048edbd08c8c50eb3c93281bd043.jpg
131,031d3353588a81b42bcae74ff19571b0,cardigan,84,e:\daidai\projects\dog_breed_classifier/input_data/images/train/031d3353588a81b42bcae74ff19571b0.jpg
132,0325e6ba5b6afd3e0dd94c3a77b6de59,italian_greyhound,29,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0325e6ba5b6afd3e0dd94c3a77b6de59.jpg
133,032620ae0f847d957d94d1fd76cb17e8,dhole,87,e:\daidai\projects\dog_breed_classifier/input_data/images/train/032620ae0f847d957d94d1fd76cb17e8.jpg
134,0326344e0d5181130c28d25edd5627e4,clumber,68,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0326344e0d5181130c28d25edd5627e4.jpg
135,0326d40cc2b35521f1f3e73cabcf2a23,lakeland_terrier,21,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0326d40cc2b35521f1f3e73cabcf2a23.jpg
136,032c14b2df4193004913b01ab48f87c6,border_collie,103,e:\daidai\projects\dog_breed_classifier/input_data/images/train/032c14b2df4193004913b01ab48f87c6.jpg
137,0341e3d7a4624d6a7b061fdc25b69044,irish_setter,39,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0341e3d7a4624d6a7b061fdc25b69044.jpg
138,0345638400c47bbd920474672562077e,scotch_terrier,56,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0345638400c47bbd920474672562077e.jpg
139,03564fbb4aba93dd80e5c7cd76f28d28,walker_hound,112,e:\daidai\projects\dog_breed_classifier/input_data/images/train/03564fbb4aba93dd80e5c7cd76f28d28.jpg
140,035b459eb52acba2ae75bed041b368fe,groenendael,57,e:\daidai\projects\dog_breed_classifier/input_data/images/train/035b459eb52acba2ae75bed041b368fe.jpg
141,035f28d8ad34afaf7c8d276d6674bf8f,shih-tzu,5,e:\daidai\projects\dog_breed_classifier/input_data/images/train/035f28d8ad34afaf7c8d276d6674bf8f.jpg
142,035fe39454c2ddb2f6a37146cacf0ac0,border_terrier,31,e:\daidai\projects\dog_breed_classifier/input_data/images/train/035fe39454c2ddb2f6a37146cacf0ac0.jpg
143,0360d42966d191a5db4c4bb2e8c66229,lhasa,34,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0360d42966d191a5db4c4bb2e8c66229.jpg
144,0365fe4e3e13a885c6b02ebbbf2d9173,cairn,13,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0365fe4e3e13a885c6b02ebbbf2d9173.jpg
145,0374e657c8b3b55579751adcaa7c8023,irish_setter,39,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0374e657c8b3b55579751adcaa7c8023.jpg
146,0379145880ad3978f9b80f0dc2c03fba,afghan_hound,2,e:\daidai\projects\dog_breed_classifier/input_data/images/train/0379145880ad3978f9b80f0dc2c03fba.jpg
147,037ac6cbd9c96d70e68917aa059b6aab,old_english_sheepdog,42,e:\daidai\projects\dog_breed_classifier/input_data/images/train/037ac6cbd9c96d70e68917aa059b6aab.jpg
148,039bdddd8546f0fafdf984b810d1138b,saint_bernard,52,e:\daidai\projects\dog_breed_classifier/input_data/images/train/039bdddd8546f0fafdf984b810d1138b.jpg
149,039e61713398f27d027480e4bd0056d1,leonberg,12,e:\daidai\projects\dog_breed_classifier/input_data/images/train/039e61713398f27d027480e4bd0056d1.jpg
150,03ae71ff9e4c5ac97afdfa956ea5e191,borzoi,89,e:\daidai\projects\dog_breed_classifier/input_data/images/train/03ae71ff9e4c5ac97afdfa956ea5e191.jpg
151,03b0e7ace52c10dc4878f60307cdebe3,saint_bernard,52,e:\daidai\projects\dog_breed_classifier/input_data/images/train/03b0e7ace52c10dc4878f60307cdebe3.jpg
152,03b7320cf8054e57b499e01d1cde0644,walker_hound,112,e:\daidai\projects\dog_breed_classifier/input_data/images/train/03b7320cf8054e57b499e01d1cde0644.jpg
153,03b9ab173e5862580909fee10f0ea46d,miniature_pinscher,18,e:\daidai\projects\dog_breed_classifier/input_data/images/train/03b9ab173e5862580909fee10f0ea46d.jpg
154,03bc1c631e57ba87c85b98efd0912c00,bedlington_terrier,35,e:\daidai\projects\dog_breed_classifier/input_data/images/train/03bc1c631e57ba87c85b98efd0912c00.jpg
155,03bda5c85206a273eb978c7b9483df5f,eskimo_dog,118,e:\daidai\projects\dog_breed_classifier/input_data/images/train/03bda5c85206a273eb978c7b9483df5f.jpg
156,03c1557464297ffffc8da977c4db7e68,standard_schnauzer,101,e:\daidai\projects\dog_breed_classifier/input_data/images/train/03c1557464297ffffc8da977c4db7e68.jpg
157,03c81a2e78dc915bc515fcb8aafd2f6f,cairn,13,e:\daidai\projects\dog_breed_classifier/input_data/images/train/03c81a2e78dc915bc515fcb8aafd2f6f.jpg
158,03ca2c79345f4c27232ed5b0dc2821c2,otterhound,113,e:\daidai\projects\dog_breed_classifier/input_data/images/train/03ca2c79345f4c27232ed5b0dc2821c2.jpg
159,03cae0a6700c5cc4900e576034361e7a,groenendael,57,e:\daidai\projects\dog_breed_classifier/input_data/images/train/03cae0a6700c5cc4900e576034361e7a.jpg
160,03da788cc7e5c111575daf04e7e3910c,toy_poodle,70,e:\daidai\projects\dog_breed_classifier/input_data/images/train/03da788cc7e5c111575daf04e7e3910c.jpg
