,id,breed,breed_int
6285,9e9fe3cf8953b8f7c237bd44a688986d,shetland_sheepdog,84
10024,fb72489572110ed6d3e563c45f3ecb3e,leonberg,13
8343,d132a0af92ff56fe35d1811b8eae95f0,leonberg,13
3197,4f00d9dac618c7a3fa6737acfedd9f8e,black-and-tan_coonhound,83
1119,1be27f54de511e20b6a9ffa6644f1842,miniature_poodle,74
4332,6c1e8f1f68a9e22c95a1ce59a7fa3fdf,american_staffordshire_terrier,97
6749,a93570762a77a6692af5f770bddd04d8,giant_schnauzer,114
272,0672592809da7574a87ddcd0ba2f315d,standard_schnauzer,101
5655,8e7d364f77c61d6721e1f574edc0d4e5,eskimo_dog,118
8344,d1337daa2bbfbfab34a937f0ff1cedec,malamute,67
10119,fd4816b0b1bf94c4868d16da9ee87e10,staffordshire_bullterrier,76
5321,85ef8ce1e2e798ad6ce5289c42b9055b,clumber,68
2979,499e40bbba7949d34154a08c751eac97,keeshond,66
245,05a747c5853defa2420b976a9c0918a2,bluetick,49
8747,db431821761a83efec50967b2a04e289,lhasa,33
1016,19299f2fae5ea3f66ee61b38d97167d0,english_springer,93
1957,3031dcb1d296c3904655ad0e2c6ab9f9,pomeranian,6
2354,3aa370b64d9212e2c8f46ab17ee0857a,siberian_husky,24
702,114524d11fe49af5be43897233a4f65e,miniature_poodle,74
6757,a97178b47e90071a3f5cef3f746b665e,sussex_spaniel,79
1920,2f6c917f95bc218126cbbe94da0aefba,scotch_terrier,58
5023,7f05b953cc5734f48977eb82baaa3ed6,shetland_sheepdog,84
552,0d8d386390ba269dd4e475c20b91e8f9,pembroke,29
8749,db4755219032571f2faed853d0dded0a,bluetick,49
2330,3a0524c220627808889a61ad7a9da475,basset,59
5723,904f13f221653c8389dc5fa88d68541b,saint_bernard,52
3884,605f5059d620a53bec9fcbc0e0acb3a5,silky_terrier,34
1005,18b9ef12902b52d6801bbc14c0ebd113,curly-coated_retriever,100
6991,af408dfdb162d16e74828ac11f784cd1,irish_setter,39
6318,9f705b2db2425e112e4ceefcbaea7e03,blenheim_spaniel,17
4427,6e8cd7161a0d8ae691266e96aa5aad36,bedlington_terrier,36
3226,4ff7c7600598db4da0bcd5844a4a7ba5,italian_greyhound,28
8810,dcf871b987529e8b80b6e058e6150691,great_pyrenees,7
707,1165dd8264b3998810065ab9e3cecb3b,greater_swiss_mountain_dog,56
5453,89b539e909f580be06923c40ec11c477,pug,26
8953,e0c78ec8516f29e1b0a94ba500bcefbc,great_pyrenees,7
5256,84728e78632c0910a69d33f82e62638c,weimaraner,48
3576,58f7899c5dbbd2dfc0acd6043c972aad,french_bulldog,108
1037,19ac75060dec82ee4c5a72b003e977f2,leonberg,13
3252,50c50de3f2fa733d729309d09ba2398c,pomeranian,6
2286,38ef9e4d9065f4d8a7efd44d0f83ef08,standard_poodle,75
9166,e63afe537a7d02e36846ca681e89f198,entlebucher,3
1152,1cb0e898706f9ce220a52561f5a25f85,blenheim_spaniel,17
4068,65250c4f093b0a82d682b11cb7c4bc1a,black-and-tan_coonhound,83
4955,7c99f4b9a173c7fefaf900641e41d29e,lakeland_terrier,21
606,0ec8020bc2c4bc1646a81737be8580e0,dingo,70
3614,59da7af24fad968ce15d4fe68bb8882c,scotch_terrier,58
4289,6afc367217abbd5b6eb60d1dbc016250,whippet,23
8000,c81778e436da96e7a89d9ef84b367525,pomeranian,6
8475,d4c2dfd1b7aa5af65cd89481fa150ad5,brittany_spaniel,99
2627,411f2ae9ea70299b09ec03af2bcc8c04,maltese_dog,1
284,06d2d84b936225e6c853a0453cb9c878,redbone,103
5164,82975144cc13134c8457e414cb9c054b,labrador_retriever,51
8952,e0c759008208229026ae7aeb04da7a75,greater_swiss_mountain_dog,56
5051,7fd192570a9c3f043bed6c8ffaf3d39f,soft-coated_wheaten_terrier,105
8432,d3cb2264c98b79ae0d65c84f84c4f85d,komondor,115
7716,c133de12833bef664547ffe9d596b760,wire-haired_fox_terrier,60
1775,2c1fd9683a30755e964da94b233334d8,old_english_sheepdog,40
9474,ed8a0ac4b8566dec190f7308933a1d62,ibizan_hound,30
2085,33f3e216d70fbbcacde39cbeaecfdfa7,brittany_spaniel,99
8187,ccc49b7d2c895b6d6c9ce27845faf622,bull_mastiff,94
3519,57a765607238aa2fb8aa3ca4da6af041,australian_terrier,18
7264,b5f9c89e10da55d264acc6396aac39c7,kuvasz,107
6149,9af4a4306365fe6e74e26c726de05c2f,english_foxhound,47
1312,20898ac13cbf93d1c4465a32ab96bfb3,malamute,67
4223,69300253d18c98e9a1913e0ad978b885,walker_hound,110
6994,af57c552420b045bb5e15c402389eb0c,samoyed,9
949,172fcb0b8bbd67401c9e53e5f9bf39bc,boston_bull,41
5464,89f1b9d773cca9a3adbf536a62947262,malinois,98
2628,412232ca70a653d183b9e6e502e34730,border_terrier,31
7503,bc1e529af6d62fca70f79f9f498f8d26,newfoundland,32
246,05b5e17b96409ca6db51edaf28bd3bdc,west_highland_white_terrier,64
2288,390e3553bc9a78a516417aba1fc27cbc,schipperke,43
9850,f7cd9846e7aa0c163ad98ad00ce51cf8,airedale,11
620,0f2a90c737499a7d8bf26bb5348874da,shih-tzu,5
5048,7fb45dff8883ab90f937ad2ad753f243,maltese_dog,1
4251,69fe720cb23e2ee88ef516961c8977e5,border_terrier,31
5743,9115dfce9d3cffa5e2c7866c0d4bc176,brittany_spaniel,99
5423,88d6b55d29157070ce6ab55a6040c7b3,kelpie,45
6415,a1d4504294f8435423c56b96c4a76c18,maltese_dog,1
9236,e8057e2f1e3bca4e9f4a2af48a9a9c46,standard_schnauzer,101
4189,6821026983f6edddfece018c9122c46b,irish_wolfhound,19
4605,7328823a7647fde18a3508d8474879c8,standard_poodle,75
1029,197ec7eddccac0c672141018bd63ae59,dhole,87
3365,5378e91b030e6018711e6eeffb45d61c,clumber,68
8117,caf49640a8436f3ed39c56b1c5e447db,borzoi,88
851,14c00ab356d9261ea220ea91fa20a42d,airedale,11
4377,6d3cb100e08aacd287ef1b44f2f55a25,cocker_spaniel,95
6037,987a026f2789da6e4a88cba40f4347e3,german_shepherd,113
4817,78cb1dbdd48e40691132cba7a39282bd,standard_schnauzer,101
923,16a760e466fd2b2fe0ef8879b5b2245d,groenendael,61
501,0c19867277e6c96ad8f487b4fe343ff9,malamute,67
4555,71ca356b09297d337b681c5f2ce57649,saint_bernard,52
8605,d82595dca7ce016827454328539a5bb7,rhodesian_ridgeback,38
7886,c56ca357ff472cb75ae1bb0fb0f16f6f,scotch_terrier,58
10211,ffc2b6b9133a6413c4a013cff29f9ed2,irish_setter,39
1961,3059a265274759f6a68a553bb3ed865f,dandie_dinmont,35
5940,9606853b9f54adf4537c061d7c9023ad,miniature_poodle,74
3509,5770d8cd6e141c819501cd0fad15151b,border_terrier,31
9238,e818d5a7782350e72171c3dfa05af02a,irish_wolfhound,19
2170,364bbe6fb891f50e904613581d6cf3ac,chihuahua,106
9772,f6082c4fcbaec253ffe964f13aba012d,norwich_terrier,78
5411,888631e6931830b648622873fc5f6339,groenendael,61
2184,36b6be29fc246ceb52d58ab01584773e,pomeranian,6
1295,202d6e58dc961b63c647cb8991294c6f,samoyed,9
1242,1eb1c5f3d6b335b16c27738abd943008,old_english_sheepdog,40
2117,34cad3808556bf37897242235e11fcc4,irish_terrier,62
2680,423ecc301b5f40d1fc897749b42ffb5e,african_hunting_dog,44
8884,dec0bb81afcfc4c35c7c6790975e5633,pomeranian,6
8129,cb43f233915a147d538eaaa7f4b45068,airedale,11
467,0b2e635ebad8aba82656c8fceb05018c,bloodhound,50
6181,9bd01fec0fe84bf86b25219968808abc,yorkshire_terrier,63
1015,1928d59eba4b9470a8fb79eb56041c42,silky_terrier,34
934,16df5020c2b6ac3f70fb3a5c27c5175e,german_short-haired_pointer,90
5953,965ab0fa7629ecac86f1ebc2623fbedd,shih-tzu,5
8438,d40130f4125a8058c4092f1a1e62426c,german_short-haired_pointer,90
7904,c5b05b2bc80eeb044bd3cb7b9ea93037,cairn,12
3758,5d61d75204f9ace78b40fc444ce6bfeb,shih-tzu,5
1031,19836230f52797b4d2221ca670ee6db7,american_staffordshire_terrier,97
8331,d0abd5df53b9a41a506ea217a70a961a,boston_bull,41
9791,f66c888ffa1ff06fcc2eddafb3e13aaf,norfolk_terrier,53
5815,92dc766692d8771417ada42a2bb4fc5b,papillon,22
7540,bd29e47b1d4dfb779b5a31df235ffecb,entlebucher,3
2806,44fe2ca1130de981d1aa684737b74108,west_highland_white_terrier,64
1137,1c49a72fdc9f22fb3efdc3477ccb9282,west_highland_white_terrier,64
6241,9dc1b89d30ce214f27c8a3327c2f4484,cardigan,86
7843,c42b1d589af04e9184bfa3adae83518b,pomeranian,6
8295,cfb25532ce2c35cebd553938f261e666,american_staffordshire_terrier,97
4092,65d6cbc1b0631905e36771bf1e0c933a,newfoundland,32
1375,21cc2409dba86b22048915de56ba1698,affenpinscher,71
4783,7804443416f4fb5ac314f0df5301a115,old_english_sheepdog,40
666,1041e0480ed0b88c41169fb2b119fcf7,japanese_spaniel,15
1549,26503dfaa1761b0c9b0375ebc76c888c,basenji,8
9020,e278e285726d3ec4b737d80cc891d266,chow,27
394,098c50d7ba4f07d9aba8c6162aa70b50,shetland_sheepdog,84
533,0d2129d0eda43dd8514ea309c29ddbb0,bloodhound,50
1297,203581bbee6e5dc08c511d236aae6ec4,black-and-tan_coonhound,83
230,055cfac66e5d67756ab05d02baeeb04c,great_pyrenees,7
6205,9c82a714a5a61104e2fbfb255a7e13ba,miniature_schnauzer,80
2766,43fdc040609c783f48a0b2b7f9821841,appenzeller,81
4503,706939cce23d7bbcf3c734866bebd582,appenzeller,81
2140,354d0d202926549c7932f012ac752a4a,afghan_hound,2
4319,6bab1784b0b33075e6d6f26714c1164f,toy_poodle,72
1685,29bea12d15de7705ddc0e2d1d8c95f6b,american_staffordshire_terrier,97
7565,bd9334441c2067dfc01dfca5eedf7f21,silky_terrier,34
7126,b2c525d80d4a5434a538ccb0b07b9e71,dandie_dinmont,35
2053,331c446e4c16a94020a99e2c934ec9f0,american_staffordshire_terrier,97
4976,7d5183128424436fe727fe48b0117030,japanese_spaniel,15
8562,d6fb643ed203d7d01db9a4744526f2ea,boston_bull,41
1529,25c795ad08d87a312345e74cf469c5d3,giant_schnauzer,114
7424,b9d7fe12aaa39ae416f1d1bbab67e800,norwegian_elkhound,25
9840,f78e0f62a1b5aad9da3a769c59121ed7,old_english_sheepdog,40
3205,4f3d05b2b3c207dbb50cef30f8870129,toy_poodle,72
783,137f07bc5f15fa8e39f85a8333e68780,afghan_hound,2
9120,e53db2fd75c0dd5e75e4d6d2ccd80e6e,irish_setter,39
8097,ca5157b5031f9f164fb35284c7fbfca4,leonberg,13
5767,919f861b7bd4a4514a0b4b9994ce4aa1,airedale,11
7468,bba2a170e2f2cf3c0ff4eef378fdfed5,malinois,98
5362,87079abb765755089eb393e884192e02,affenpinscher,71
5068,805dfc98b2d4969db208fb757ae6f3af,pomeranian,6
10074,fc6df38f35361d2630568b993a596008,pembroke,29
2087,3406ba0b6a71aecf53fe7122fa747b59,afghan_hound,2
8160,cc08970afdec42e3c35ecdcb82b88343,miniature_poodle,74
1460,2456919fabd59db9456db5ee3a4b09bf,sealyham_terrier,37
4870,7a1235e58df9cb1759647c149b4a27c2,entlebucher,3
6915,ad8ef2b2772064312bda4a188b7b5fd8,afghan_hound,2
8817,dd126e42b474c3831f8fda33052428c1,cocker_spaniel,95
6247,9de88b5e7341f561dd3b69330b96d854,wire-haired_fox_terrier,60
3231,502aea218351d108244049aa16cfafe6,curly-coated_retriever,100
1528,25c47bc84760dbb01ca2f96bbce9489b,rottweiler,85
232,0569f1d79637070f70ca4a62ec510792,saluki,20
5778,91d8c78f0201eb7620fe1cea512ab108,afghan_hound,2
1680,299fbfaab6b6e34e25b67d0acb5f22e5,french_bulldog,108
3233,502ef062af76eacc4ecd8fa38864d228,german_shepherd,113
7793,c2f9dfaab06ef5f7c1a0336d01250854,malinois,98
9226,e7bc17ef352ef576b73467ebe9a407f1,airedale,11
3827,5ecf7ce9b3f1e12d3303c5b2bd40010e,golden_retriever,117
403,09a1ea62ffa4b9389c03162bb0b0b572,saint_bernard,52
474,0b57520c27ed32bc21e35c38cb5dd268,italian_greyhound,28
223,05134ea3341a1f4f460168e68ec5765d,bernese_mountain_dog,4
3156,4dfaa8dee5203f7d0d4c29a684627abc,toy_poodle,72
8969,e139e3a836bd9c57af5355847b8eb805,yorkshire_terrier,63
1809,2cb9b87fd67c86fac4bb81bccc852f46,schipperke,43
9035,e3104080c13200a90467f712dd2abd08,samoyed,9
4895,7ad0e25ffd38d42c1111ca64b54430f8,standard_schnauzer,101
4411,6e36bfaa23ec11fb9088d0cdfaf7f025,yorkshire_terrier,63
2289,39100e5819539a8b3418e907fa51426d,old_english_sheepdog,40
6401,a16f16b480a2147d0f7598d246a63406,groenendael,61
4483,6fdfa3dad723189d42b506f366573e84,australian_terrier,18
9284,e917bb5669e0c273eb16304af1f69e1d,groenendael,61
1141,1c5cf83dbdb32e8bedb5e90d42f653b8,papillon,22
9653,f2f05d15bf695d5bb45ca909887230f9,wire-haired_fox_terrier,60
6792,aa899804eafe2c221f72b6dae066a55f,old_english_sheepdog,40
4701,75fe24028284a2ba927e6fd111510aa3,pembroke,29
7188,b422718878d017e73752b3765d0c361b,greater_swiss_mountain_dog,56
9973,fa5296383aa39dd516c2f5610c6e71b0,collie,42
5413,88928ad88da921d74a26acb27fb3028a,scottish_deerhound,0
8146,cbb65152c8e5dfbc10ec40421d65956f,sealyham_terrier,37
4304,6b5448026c464725ca90647fca6703af,borzoi,88
908,164533d27e5827842f28f100196bfe7d,dhole,87
2309,3992fe6af13ed5db7e478c6bf95f1fbc,clumber,68
3271,513c41ada00c0d75af37b87a3ad00022,tibetan_terrier,10
7285,b66b6ff2ff16c6e746af3ef624e471f1,bluetick,49
6850,abf12f0fef8c729da906177c9d2bc47e,border_collie,104
7456,bb5b6572e6a673c36165fb4f9950f1a4,bluetick,49
9065,e3b8f3589a7286ebe017300bf780c279,rhodesian_ridgeback,38
1599,278368d6d4f4efe53432c4856187c299,kelpie,45
5811,92cef15bbcfeb99daf148dfdd7587d61,great_pyrenees,7
985,183cf5cc037ccb5079634b7bfaae0a24,dhole,87
1517,258b0150db684de6e4f89528fbbd693e,bedlington_terrier,36
8074,c9ccbbb14fc3ac97fddcf20b95ff121a,french_bulldog,108
5708,8fe632cb1840ea68cb6305578196dc96,dhole,87
633,0f8e8464cfa3bacc074d6e0289d6657f,irish_wolfhound,19
167,03edf850d74d43b2587991ecb673fb33,scotch_terrier,58
1513,257589097bbd7ab8901ca6389604e403,irish_setter,39
5342,8673461ceba52fd3b303f5825f9a0348,greater_swiss_mountain_dog,56
8778,dc07c140b26ba8f2c75770f00229270b,japanese_spaniel,15
4310,6b68b4c754b4d9bcf1793446f79b898b,italian_greyhound,28
3904,610ab8fecf64c74dae5d8927187ea968,vizsla,109
9455,ed154eec8a5e855fabc7c6e37edbac1c,west_highland_white_terrier,64
2570,3ff0641f3b2da6e8cc8b1dc39bdee8a0,english_foxhound,47
3054,4b659b822211c1d18baf2a3be382db0d,basset,59
198,049a406bfac63012d757167c084ced1b,siberian_husky,24
6443,a26037c6c5c90dbc2cf50d641e366e19,old_english_sheepdog,40
4516,70cdbbb14c5b9f8a4f3e6d4af28fb1b9,basenji,8
9539,ef16bf875e06977bfe0d4059326afffc,norfolk_terrier,53
337,08149eb72785553570f74a6effea8d7e,american_staffordshire_terrier,97
8236,ce101a2ad530221d3fd8b252bc4eb682,dhole,87
8687,da06e7e70ec6a779f1faff2e40bae448,pomeranian,6
518,0c9bac77cd53f1c6756c7581e9b0bd00,chesapeake_bay_retriever,54
7778,c29939ec3329ccbed3b7f3094c48ec85,norwegian_elkhound,25
4120,66a6e2885c743709a87c42c655abbb46,bedlington_terrier,36
5183,82f7c3fbdbdffa5a8f3d95396b4bec66,italian_greyhound,28
3218,4fc628e8fbd164b2e35f616af5cc8f41,collie,42
2253,384b73fc513c14ff4f72ad236fffee3c,newfoundland,32
3674,5b9d8ed1262f86e057409632be56ce7f,dingo,70
1823,2d12add71dcb843dcc0064244a5769df,french_bulldog,108
9345,ea7a7a80860e733c670e387bfe93bf08,walker_hound,110
3615,59dac5de103da223230e02ba4bb1395b,airedale,11
1550,26564f73942083a302df9d6aa23d7acf,australian_terrier,18
4309,6b669a689ed7469a5e237b839039d3a8,japanese_spaniel,15
9446,ece92625596397f614310352584d7b74,west_highland_white_terrier,64
5520,8b477eed0b8ca385a5008c20753d16df,basenji,8
7307,b7210485096e88407ad8bd62d1969e02,japanese_spaniel,15
2874,46face412f869902099b081490f1cd80,old_english_sheepdog,40
3494,56f856414ac80094d808ce464b446bed,dingo,70
920,169db2d825a1bdeb5a576ab746812936,ibizan_hound,30
1385,2202777791248d42735913d0e25b9ceb,bedlington_terrier,36
4611,734d7956e66fe08b1957baf37d242fbc,appenzeller,81
2225,37b9633e115cca01282b85db6f9ea20c,doberman,96
3594,5959c69ab63be8935a5ffd22aa606835,flat-coated_retriever,102
6636,a6c988709c96bc166247eabb115c2d24,malinois,98
3796,5dfd5698cacc75a5c4ec80df800139fd,maltese_dog,1
4116,66913fe7aaeedbaf22317d06d7a1d0b8,welsh_springer_spaniel,73
2161,360402a4c41e0979e1f6d8b401e676a4,mexican_hairless,69
2263,38770f3ab4151fd8ede7c924752280b3,saluki,20
1162,1cf650efe8efbadf87c1fd3c12dbdd05,pomeranian,6
667,1043003fb33c5fa1d094cde3c0dd1fd5,cardigan,86
43,0120343862761d052d6a7ade81625c94,dingo,70
5114,814a9fc5db2614bbe59328c16496b50e,greater_swiss_mountain_dog,56
7776,c2956f64221e5f8ab9aef1540f47f7ac,beagle,14
4461,6f614bff9db3144e74406fb737fa6d46,dandie_dinmont,35
6496,a38d0965c4820c618931106e66ce167f,cardigan,86
9295,e96a5909f47824c1410fd00e3bc23f4d,chesapeake_bay_retriever,54
7551,bd6320171c62d5a9b1ff60c4e2575fd3,welsh_springer_spaniel,73
6059,99182fba5c37873fe94ebbe9e5b7e298,vizsla,109
9477,ed9c22ad21413691f548f5d72e7a76d9,standard_poodle,75
3207,4f72c6e2e2dc954810365cb28d9896e6,briard,119
6209,9ca47f914b1d7b8ad9d59297e02d2963,sealyham_terrier,37
4117,6693857d0d28517977ee6b00823a4074,welsh_springer_spaniel,73
7391,b901180f89399824b9bd0dc8a2eb3a30,ibizan_hound,30
1310,2071036a0cb133584c9b917b1a7e90d7,maltese_dog,1
3977,62b930bc746b25a1a68518194c0ef059,chihuahua,106
9176,e673bb6ca717b8dffe3b5ba35da07a83,toy_poodle,72
4590,72a718aa575dba137f8c54c69896acdf,bedlington_terrier,36
2942,48a9dcc2e0c6269b089d6b24a66c0143,siberian_husky,24
6671,a77bfd1136d119f59fc87eae105874c2,bull_mastiff,94
8521,d5dc59aae5cd233f9d03e10ec567ac08,samoyed,9
879,156a5ab6d4cfe64e10f38af83f21a30a,vizsla,109
5919,95660f727282e9db785ea010b0dd4160,samoyed,9
7443,bac0e06a0b3416506eade8daa9aa3810,rottweiler,85
1507,254b66cf5e7e30ad3380e9c1120baf35,bull_mastiff,94
8678,d9c93635483f6537ab13d13ac5871f93,japanese_spaniel,15
2135,352893b9735e64f4b0c4faec49f88b0c,dingo,70
9267,e8afeaf121012b3abbac531f126c198f,bull_mastiff,94
5543,8bf58e563f62837df002040db7d84311,chesapeake_bay_retriever,54
4731,76a0a11e369b47cc3072bdff576a4ffd,maltese_dog,1
7859,c47eac4ddf7273a67b7b6984052d4303,german_short-haired_pointer,90
7736,c1b6ec8d72008f10ca5bbd928b41ba97,staffordshire_bullterrier,76
7088,b1f61f24517fba0fd284ded11f5ea9dd,american_staffordshire_terrier,97
5314,85cbe2f580485f7ac1df7821c3e9c467,norfolk_terrier,53
7467,bb9e85b9dee23f7f9c4e7fdd10d2121d,great_pyrenees,7
7595,be5893c02de466a9b1eed0ed4d66a87b,english_springer,93
1765,2bd7de172c5d3df19fbd1e184cc55e0d,bedlington_terrier,36
1069,1a8d6993ec28618571b26ab7fa7d170d,welsh_springer_spaniel,73
3784,5dd233e5a5beb31530c71c6534a8bc4c,bedlington_terrier,36
6268,9e49dfded30a2e9401a149f72d9c7ca0,golden_retriever,117
2893,478faa4d28d22cb844d417ca59a0e7c9,pomeranian,6
9171,e64f734a28b021ded23cb8a25ebd5613,brittany_spaniel,99
10012,fb211e01f77eedac02e92d6bfeedb3ab,tibetan_mastiff,112
9846,f7a9426876f70330f92f55cca08b19cd,walker_hound,110
3345,53114939929c74ccb6c64c373ed7bedb,gordon_setter,65
3675,5b9dadeabe6829c90a59a6e7ba9ceed9,afghan_hound,2
8892,deee559315624c49a59358335660ce37,border_terrier,31
8140,cb901f7d812d25844d524bbe2f64f31f,leonberg,13
3378,53ef06e550b924fb9a06364a47eb71ef,curly-coated_retriever,100
7746,c1fb8ad3d13c74f56571af4fbf5ac0b5,toy_terrier,77
1235,1e7a5a361d584ce7bf21bf608483515a,airedale,11
4929,7bd0187f1b9e4fbbffc6d4e8e98746e5,siberian_husky,24
7561,bd80e8056b70b7af3ae012fafe57d7f4,irish_setter,39
4478,6fc39d4c82746aff7da37c2cab2dbad0,ibizan_hound,30
2921,483a6d59747312ff93e58774e251eeb2,american_staffordshire_terrier,97
